key,nl,en,es,zh,status,source,notes
admin.courierAnalytics.dataQuality.missingOrders,Ontbrekende bestellingen,Missing orders,Missing orders,Missing orders,REVIEW,admin,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
admin.courierAnalytics.dataQuality.missingTimestamps,Bezorgde stops zonder tijdstempels,Delivered stops without timestamps,Delivered stops without timestamps,Delivered stops without timestamps,REVIEW,admin,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
admin.courierAnalytics.dataQuality.summary,Begrensde diagnostiek voor legacy of onvolledige historische records.,Bounded diagnostics for legacy or incomplete historical records.,Bounded diagnostics for legacy or incomplete historical records.,Bounded diagnostics for legacy or incomplete historical records.,REVIEW,admin,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
admin.courierAnalytics.dataQuality.title,Gegevenskwaliteit,Data quality,Data quality,Data quality,REVIEW,admin,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
admin.courierAnalytics.detail.lateStops,Te late stops,Late stops,Late stops,Late stops,REVIEW,admin,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
admin.courierAnalytics.detail.onTimeStops,Stops op tijd,On-time stops,On-time stops,On-time stops,REVIEW,admin,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
admin.courierAnalytics.detail.qrConfirmedStops,QR-bevestigde stops,QR-confirmed stops,QR-confirmed stops,QR-confirmed stops,REVIEW,admin,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
admin.courierAnalytics.detail.rawMetrics,Ruwe meetwaarden,Raw metrics,Raw metrics,Raw metrics,REVIEW,admin,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
admin.courierAnalytics.detail.routeMetrics,Routemeetwaarden,Route metrics,Route metrics,Route metrics,REVIEW,admin,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
admin.courierAnalytics.detail.stopMetrics,Stopmeetwaarden,Stop metrics,Stop metrics,Stop metrics,REVIEW,admin,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
admin.courierAnalytics.detailTable.caption,Volledige detailtabel bezorgeranalyse,Full courier analytics detail table,Full courier analytics detail table,Full courier analytics detail table,REVIEW,admin,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
admin.courierAnalytics.detailTable.subtitle,Exacte backendwaarden voor controleerbaarheid.,Exact backend values for auditability.,Exact backend values for auditability.,Exact backend values for auditability.,REVIEW,admin,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
admin.courierAnalytics.detailTable.title,Gedetailleerde waarden,Detailed values,Detailed values,Detailed values,REVIEW,admin,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
admin.courierAnalytics.duration.minutesSeconds,{minutes}m {seconds}s,{minutes}m {seconds}s,{minutes}min {seconds}s,{minutes}分 {seconds}秒,REVIEW,admin,Untranslated or loanword clone (nl=en); human translation recommended
admin.courierAnalytics.duration.secondsOnly,{seconds}s,{seconds}s,{seconds}s,{seconds}秒,REVIEW,admin,"Untranslated or loanword clone (nl=en, es=en); human translation recommended"
admin.courierAnalytics.eligibleData,Geschikte gegevens,Eligible data,Eligible data,Eligible data,REVIEW,admin,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
admin.courierAnalytics.error.loadFailed,Prestatieanalyse van bezorgers kon niet worden geladen.,Courier performance analytics could not be loaded.,Courier performance analytics could not be loaded.,Courier performance analytics could not be loaded.,REVIEW,admin,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
admin.courierAnalytics.error.title,Analyse laden mislukt,Unable to load analytics,Unable to load analytics,Unable to load analytics,REVIEW,admin,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
admin.courierAnalytics.export.error.failed,CSV-export mislukt.,CSV export failed.,CSV export failed.,CSV export failed.,REVIEW,admin,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
admin.courierAnalytics.export.error.forbidden,Je mag bezorgeranalyse niet exporteren.,You are not allowed to export courier analytics.,You are not allowed to export courier analytics.,You are not allowed to export courier analytics.,REVIEW,admin,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
admin.courierAnalytics.export.error.invalid,De server gaf een onverwacht bestandstype terug.,The server returned an unexpected file type.,The server returned an unexpected file type.,The server returned an unexpected file type.,REVIEW,admin,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
admin.courierAnalytics.export.error.network,Netwerkfout bij CSV-export.,Network error while exporting CSV.,Network error while exporting CSV.,Network error while exporting CSV.,REVIEW,admin,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
admin.courierAnalytics.export.success,CSV-export gedownload.,CSV export downloaded.,CSV export downloaded.,CSV export downloaded.,REVIEW,admin,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
admin.courierAnalytics.exportCsv,CSV exporteren,Export CSV,Export CSV,Export CSV,REVIEW,admin,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
admin.courierAnalytics.handling.contextNote,Alleen operationele context — gemiddelde tijd tussen geregistreerde aankomst en bevestigde levering. Ontbrekende aankomstgegevens worden uitgesloten. Een korte duur is niet automatisch beter en maakt geen deel uit van de betrouwbaarheidsscore.,Operational context only — average time between recorded arrival and confirmed delivery. Missing arrival data is excluded. Low duration is not automatically better and is not part of the reliability score.,Operational context only — average time between recorded arrival and confirmed delivery. Missing arrival data is excluded. Low duration is not automatically better and is not part of the reliability score.,Operational context only — average time between recorded arrival and confirmed delivery. Missing arrival data is excluded. Low duration is not automatically better and is not part of the reliability score.,REVIEW,admin,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
admin.courierAnalytics.handlingTime,Afhandeltijd,Handling time,Handling time,Handling time,REVIEW,admin,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
admin.courierAnalytics.insufficientData,Onvoldoende gegevens,Insufficient data,Insufficient data,Insufficient data,REVIEW,admin,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
admin.courierAnalytics.kpi.averageReliabilityScore,Gemiddelde betrouwbaarheidsscore,Average reliability score,Average reliability score,Average reliability score,REVIEW,admin,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
admin.courierAnalytics.kpi.completedRoutes,Afgeronde routes,Completed routes,Completed routes,Completed routes,REVIEW,admin,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
admin.courierAnalytics.kpi.deliveredStops,Bezorgde stops,Delivered stops,Delivered stops,Delivered stops,REVIEW,admin,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
admin.courierAnalytics.kpi.eligibleCouriers,Bezorgers met geschikte gegevens,Couriers with eligible data,Couriers with eligible data,Couriers with eligible data,REVIEW,admin,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
admin.courierAnalytics.kpi.eligibleSupport,{total} bezorgers in de rangschikking,{total} couriers in ranking population,{total} couriers in ranking population,{total} couriers in ranking population,REVIEW,admin,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
admin.courierAnalytics.kpi.overallOnTimeRate,Algemeen op-tijd-percentage,Overall on-time rate,Overall on-time rate,Overall on-time rate,REVIEW,admin,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
admin.courierAnalytics.kpi.overallQrRate,Algemeen QR-bevestigingspercentage,Overall QR confirmation rate,Overall QR confirmation rate,Overall QR confirmation rate,REVIEW,admin,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
admin.courierAnalytics.leaderboard.caption,Gerangschikte tabel met betrouwbaarheid van bezorgers,Ranked courier reliability table,Ranked courier reliability table,Ranked courier reliability table,REVIEW,admin,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
admin.courierAnalytics.leaderboard.subtitle,Officiële all-time rangschikking van de analyse-engine.,Official all-time ranking from the analytics engine.,Official all-time ranking from the analytics engine.,Official all-time ranking from the analytics engine.,REVIEW,admin,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
admin.courierAnalytics.leaderboard.title,Ranglijst bezorgers,Courier leaderboard,Courier leaderboard,Courier leaderboard,REVIEW,admin,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
admin.courierAnalytics.medianHandlingDuration,Mediane afhandeltijd,Median handling duration,Median handling duration,Median handling duration,REVIEW,admin,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
admin.courierAnalytics.noData.description,Rangschikkingen vereisen historisch toegewezen of afgerond bezorgwerk. Samenvattende diagnostiek kan nog verschijnen wanneer beschikbaar.,Rankings require historical assigned or completed courier work. Summary diagnostics may still appear when available.,Rankings require historical assigned or completed courier work. Summary diagnostics may still appear when available.,Rankings require historical assigned or completed courier work. Summary diagnostics may still appear when available.,REVIEW,admin,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
admin.courierAnalytics.noData.title,Geen analyse beschikbaar,No analytics available,No analytics available,No analytics available,REVIEW,admin,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
admin.courierAnalytics.proof.admin,Admin,Admin,Admin,Admin,REVIEW,admin,Untranslated or loanword clone (nl=en); human translation recommended
admin.courierAnalytics.proof.unknown,Onbekend,Unknown,Unknown,Unknown,REVIEW,admin,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
admin.courierAnalytics.refresh,Analyse vernieuwen,Refresh analytics,Refresh analytics,Refresh analytics,REVIEW,admin,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
admin.courierAnalytics.reliabilityScore,Betrouwbaarheidsscore,Reliability score,Reliability score,Reliability score,REVIEW,admin,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
admin.courierAnalytics.routeStatus.assigned,Toegewezen,Assigned,Assigned,Assigned,REVIEW,admin,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
admin.courierAnalytics.routeStatus.cancelled,Geannuleerd,Cancelled,Cancelled,Cancelled,REVIEW,admin,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
admin.courierAnalytics.routeStatus.completed,Afgerond,Completed,Completed,Completed,REVIEW,admin,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
admin.courierAnalytics.routeStatus.inProgress,Bezig,In progress,In progress,In progress,REVIEW,admin,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
admin.courierAnalytics.routeStatus.overdueIncomplete,Achterstallig onvoltooid,Overdue incomplete,Overdue incomplete,Overdue incomplete,REVIEW,admin,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
admin.courierAnalytics.sampleCount,Aantal steekproeven,Sample count,Sample count,Sample count,REVIEW,admin,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
admin.courierAnalytics.section.distributions,"Voltooiings-, tijdigheids- en bewijs­patronen","Completion, timeliness and proof patterns","Completion, timeliness and proof patterns","Completion, timeliness and proof patterns",REVIEW,admin,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
admin.courierAnalytics.section.summary,Algemene operationele prestaties,Overall operational performance,Overall operational performance,Overall operational performance,REVIEW,admin,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
admin.courierAnalytics.series.completedRoutes,Afgeronde routes,Completed routes,Completed routes,Completed routes,REVIEW,admin,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
